顾客编号,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,商品单价,销售金额,是否促销
212,12,蔬果,1201,蔬菜,120104,花果,20150110,201501,DW-1201040026,散称,生鲜,千克,0.692,1.98,1.37016,否
212,10,肉禽,1001,猪肉,100101,鲜猪肉,20150110,201501,DW-1001010196,散称,生鲜,千克,0.792,27.8,22.0176,否
212,22,休闲,2205,炒货,220503,去壳花生,20150113,201501,DW-2205030033,80g,一般商品,袋,1,2.9,2.9,否
212,22,休闲,2205,炒货,220513,香瓜子,20150114,201501,DW-2205130089,散装,一般商品,KG,0.704,13.8,9.7152,是
212,34,针织,3409,床品单/套件,340906,四件套及以上,20150114,201501,DW-3409060423,200*230,一般商品,套,1,69,69,是
212,10,肉禽,1004,鸡产品,100402,分割鸡件,20150114,201501,DW-1004020001,散称,生鲜,千克,1.006,35.8,36.0148,否
212,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150115,201501,DW-1201070001,散称,生鲜,KG,0.518,5,2.59,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150115,201501,DW-1201020017,散称,生鲜,千克,1.227,2.56,3.14112,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150115,201501,DW-1201020029,散称,生鲜,千克,1.012,3.96,4.00752,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150115,201501,DW-1521010005,散称,一般商品,千克,0.734,6.78,4.97652,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150123,201501,DW-1201020043,散称,生鲜,千克,1.492,1.8,2.6856,否
212,22,休闲,2207,糖果,220799,其他糖果,20150123,201501,DW-2207990007,散称,一般商品,千克,0.254,49.8,12.6492,否
212,12,蔬果,1203,水果,120313,其它水果,20150125,201501,DW-1203130446,散称,生鲜,KG,0.422,30,12.66,否
212,12,蔬果,1201,蔬菜,120104,花果,20150125,201501,DW-1201040010,散称,生鲜,千克,0.349,2.58,0.90042,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150125,201501,DW-1521010005,散称,一般商品,千克,0.288,6.78,1.95264,否
212,20,粮油,2007,南北干货,200709,粉丝/条,20150125,201501,DW-2007090045,散称,一般商品,kg,0.242,6.8,1.6456,否
212,23,酒饮,2303,果汁饮料,230399,其他果汁饮料,20150126,201501,DW-2303990005,1L,一般商品,盒,1,9.9,9.9,否
212,23,酒饮,2317,进口饮料,231702,进口果汁,20150126,201501,DW-2317020019,490ml,一般商品,听,1,6.5,6.5,否
212,23,酒饮,2301,碳酸饮料,230101,可乐型,20150126,201501,DW-2301010029,330ml*6,一般商品,组,1,14.3,14.3,否
212,23,酒饮,2306,运动机能饮料,230602,运动饮料,20150126,201501,DW-2306020021,500ml,一般商品,瓶,1,4,4,否
212,23,酒饮,2317,进口饮料,231702,进口果汁,20150126,201501,DW-2317020188,238ml,联营商品,听,1,5.5,5.5,否
212,23,酒饮,2302,纯果汁,230202,纯桃汁,20150126,201501,DW-2302020001,1L,一般商品,盒,1,11.9,11.9,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150128,201501,DW-1521010005,散称,一般商品,千克,0.266,6.78,1.80348,否
212,10,肉禽,1001,猪肉,100101,鲜猪肉,20150128,201501,DW-1001010205,散称,生鲜,千克,0.844,19.8,16.7112,否
212,12,蔬果,1203,水果,120301,柑桔柚类,20150128,201501,DW-1203010293,散称,生鲜,KG,0.922,10,9.22,否
212,13,熟食,1308,现制中式面点,130801,现制蒸类,20150128,201501,DW-1308010191,散称,生鲜,千克,0.532,6,3.192,否
212,20,粮油,2014,酱菜类,201499,其它酱菜,20150128,201501,DW-2014990331,散称,一般商品,kg,0.298,11.8,3.5164,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150129,201501,DW-1201010004,散称,生鲜,千克,0.299,5.6,1.6744,否
212,12,蔬果,1202,加工豆类,120201,豆腐,20150129,201501,DW-1202018073,散称,生鲜,千克,0.538,2.96,1.59248,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020043,散称,生鲜,千克,0.95,1.8,1.71,否
212,20,粮油,2011,液体调料,201107,滴醋,20150203,201502,DW-2011070008,500mL,一般商品,瓶,1,4.8,4.8,否
212,22,休闲,2202,糕点,220299,其他糕点,20150203,201502,DW-2202990023,散称,一般商品,千克,0.24,51.8,12.432,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150207,201502,DW-1201020044,散称,生鲜,千克,0.598,3.96,2.36808,否
212,20,粮油,2011,液体调料,201104,其他酱油,20150207,201502,DW-2011040003,410ml,一般商品,瓶,1,8.9,8.9,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150207,201502,DW-1201020045,散称,生鲜,千克,0.554,7.6,4.2104,否
212,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150207,201502,DW-1201070001,散称,生鲜,KG,0.434,5,2.17,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150207,201502,DW-1521010002,散称,一般商品,千克,1.114,19.2,21.3888,否
212,12,蔬果,1201,蔬菜,120104,花果,20150213,201502,DW-1201040010,散称,生鲜,千克,0.612,2.58,1.57896,否
212,22,休闲,2205,炒货,220512,豆类,20150213,201502,DW-2205120009,45g,一般商品,袋,1,2.5,2.5,否
212,22,休闲,2207,糖果,220702,奶糖,20150213,201502,DW-2207020094,102g,一般商品,袋,1,10.5,10.5,否
212,22,休闲,2207,糖果,220704,夹心糖,20150213,201502,DW-2207040016,200g,一般商品,盒,1,13.5,13.5,否
212,22,休闲,2204,蜜饯,220409,果蔬干,20150213,201502,DW-2204090050,20g,一般商品,包,1,5.5,5.5,否
212,22,休闲,2203,膨化点心,220303,罐装薯片,20150213,201502,DW-2203030065,110g,一般商品,罐,1,10.8,10.8,否
212,22,休闲,2201,饼干,220111,趣味/休闲,20150213,201502,DW-2201110107,48g,一般商品,盒,1,6.5,6.5,否
212,22,休闲,2204,蜜饯,220409,果蔬干,20150213,201502,DW-2204090051,20g,一般商品,包,1,5.9,5.9,否
212,22,休闲,2205,炒货,220512,豆类,20150213,201502,DW-2205120003,95g,一般商品,袋,1,4.5,4.5,否
212,12,蔬果,1203,水果,120302,苹果类,20150213,201502,DW-1203020218,散称,生鲜,KG,1.21,10,12.1,否
212,22,休闲,2211,进口食品,221101,进口休闲食品,20150213,201502,DW-2211012227,120g,联营商品,罐,1,15,15,否
212,22,休闲,2203,膨化点心,220307,进口膨化,20150213,201502,DW-2203070015,160g,一般商品,罐,1,15.9,15.9,是
212,12,蔬果,1201,蔬菜,120102,根茎,20150213,201502,DW-1201020043,散称,生鲜,千克,0.962,1.8,1.7316,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150213,201502,DW-1201020008,散称,生鲜,千克,0.4,5.8,2.32,否
212,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150213,201502,DW-2212020463,0,一般商品,kg,0.192,34,6.528,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150213,201502,DW-1201010023,散称,生鲜,千克,0.526,2.56,1.34656,否
212,12,蔬果,1201,蔬菜,120104,花果,20150213,201502,DW-1201040026,散称,生鲜,千克,0.18,1.98,0.3564,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150213,201502,DW-1521010005,散称,一般商品,千克,0.854,6.78,5.79012,否
212,22,休闲,2207,糖果,220702,奶糖,20150213,201502,DW-2207020093,102g,一般商品,袋,1,10.9,10.9,否
212,22,休闲,2202,糕点,220205,中式糕点,20150213,201502,DW-2202050126,散称,一般商品,kg,0.182,39.6,7.2072,是
212,22,休闲,2207,糖果,220701,硬糖,20150213,201502,DW-2207010142,120g,一般商品,瓶,1,12.5,12.5,否
212,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150215,201502,DW-1201070001,散称,生鲜,KG,0.384,5,1.92,否
212,12,蔬果,1201,蔬菜,120104,花果,20150215,201502,DW-1201040026,散称,生鲜,千克,0.58,1.98,1.1484,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150215,201502,DW-1201010023,散称,生鲜,千克,0.487,2.56,1.24672,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150215,201502,DW-1201050007,散称,生鲜,千克,0.112,15.6,1.7472,否
212,12,蔬果,1201,蔬菜,120104,花果,20150215,201502,DW-1201040035,散称,生鲜,千克,0.496,9.6,4.7616,否
212,10,肉禽,1001,猪肉,100101,鲜猪肉,20150215,201502,DW-1001010191,散称,生鲜,千克,0.226,29.8,6.7348,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150215,201502,DW-1201020043,散称,生鲜,千克,0.946,1.8,1.7028,否
212,31,家居,3114,一次性用品,311410,一次性鞋套,20150215,201502,DW-3114100012,KXT-03,一般商品,包,1,10,10,否
212,31,家居,3114,一次性用品,311405,一次性垃圾袋,20150215,201502,DW-3114050043,MBGRVM,一般商品,卷,1,6.5,6.5,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150215,201502,DW-1201010004,散称,生鲜,千克,0.34,5.6,1.904,否
212,10,肉禽,1001,猪肉,100101,鲜猪肉,20150215,201502,DW-1001010196,散称,生鲜,千克,0.718,27.8,19.9604,否
212,20,粮油,2014,酱菜类,201401,榨菜,20150223,201502,DW-2014010013,138g,一般商品,袋,1,1.7,1.7,否
212,20,粮油,2005,煮食面/粉,200501,挂面,20150223,201502,DW-2005010030,300g*2,一般商品,组,1,5.7,5.7,否
212,12,蔬果,1201,蔬菜,120104,花果,20150226,201502,DW-1201040010,散称,生鲜,千克,0.708,2.58,1.82664,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150226,201502,DW-1521010005,散称,一般商品,千克,0.804,6.78,5.45112,否
212,15,日配,1519,外送面包糕点,151901,外送咸面包,20150306,201503,DW-1519010001,100g,一般商品,袋,1,2.3,2.3,否
212,12,蔬果,1203,水果,120303,梨类,20150306,201503,DW-1203030177,散称,生鲜,KG,1.309,3.18,4.16262,否
212,13,熟食,1308,现制中式面点,130801,现制蒸类,20150306,201503,DW-1308010191,散称,生鲜,千克,0.598,6,3.588,否
212,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150308,201503,DW-1201070001,散称,生鲜,KG,0.476,5,2.38,否
212,22,休闲,2202,糕点,220204,沙琪玛,20150308,201503,DW-2202040004,608g,一般商品,袋,1,14.3,14.3,是
212,12,蔬果,1201,蔬菜,120104,花果,20150308,201503,DW-1201040035,散称,生鲜,千克,0.326,9.6,3.1296,否
212,12,蔬果,1202,加工豆类,120201,豆腐,20150308,201503,DW-1202018269,块,生鲜,块,1,2,2,否
212,20,粮油,2011,液体调料,201103,凉拌酱油,20150308,201503,DW-2011030018,410ml,一般商品,瓶,1,7.9,7.9,否
212,20,粮油,2009,盐/糖,200902,功能盐,20150309,201503,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
212,10,肉禽,1001,猪肉,100101,鲜猪肉,20150309,201503,DW-1001010196,散称,生鲜,千克,0.314,27.8,8.7292,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150309,201503,DW-1201010004,散称,生鲜,千克,0.19,5.6,1.064,否
212,10,肉禽,1001,猪肉,100104,猪骨,20150309,201503,DW-1001040129,散称,生鲜,千克,1.526,15.6,23.8056,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150309,201503,DW-1201050011,散称,生鲜,千克,0.694,6.56,4.55264,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150309,201503,DW-1201020043,散称,生鲜,千克,0.947,1.8,1.7046,否
212,30,洗化,3016,纸制品,301608,软抽纸巾,20150311,201503,DW-3016080259,200抽*6,一般商品,提,1,21.9,21.9,是
212,12,蔬果,1201,蔬菜,120104,花果,20150311,201503,DW-1201040049,散称,生鲜,千克,0.933,5.8,5.4114,否
212,12,蔬果,1202,加工豆类,120201,豆腐,20150311,201503,DW-1202018073,散称,生鲜,千克,0.862,2.96,2.55152,否
212,12,蔬果,1203,水果,120303,梨类,20150321,201503,DW-1203030155,散称,生鲜,KG,1.331,11.98,15.94538,否
212,22,休闲,2208,口香糖,220801,无糖口香糖,20150321,201503,DW-2208010065,56g,一般商品,瓶,1,10.9,10.9,否
212,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150321,201503,DW-1201070001,散称,生鲜,KG,0.508,5,2.54,否
212,22,休闲,2205,炒货,220513,香瓜子,20150321,201503,DW-2205130089,散装,一般商品,KG,0.172,13.8,2.3736,否
212,20,粮油,2008,调味料,200805,香辛粉,20150321,201503,DW-2008050063,40g,一般商品,袋,1,3.9,3.9,否
212,31,家居,3109,塑料餐具,310901,微波/保鲜盒,20150323,201503,DW-3109010262,123*123*65,一般商品,个,1,22,22,否
212,12,蔬果,1201,蔬菜,120104,花果,20150323,201503,DW-1201040026,散称,生鲜,千克,0.394,1.98,0.78012,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150325,201503,DW-1201010018,散称,生鲜,千克,0.308,12,3.696,否
212,12,蔬果,1201,蔬菜,120104,花果,20150325,201503,DW-1201040042,散称,生鲜,千克,0.458,7.8,3.5724,否
212,20,粮油,2011,液体调料,201199,其他液体调料,20150325,201503,DW-2011990010,260ml,一般商品,瓶,1,3.9,3.9,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150325,201503,DW-1201050007,散称,生鲜,千克,0.128,15.6,1.9968,否
212,15,日配,1521,蛋类,152101,新鲜蛋品,20150325,201503,DW-1521010022,散称,一般商品,kg,0.806,14,11.284,否
212,31,家居,3114,一次性用品,311405,一次性垃圾袋,20150405,201504,DW-3114050078,55*45,一般商品,袋,1,13,13,否
212,31,家居,3114,一次性用品,311407,吸管,20150405,201504,DW-3114070011,136,一般商品,袋,1,3,3,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150405,201504,DW-1201020034,散称,生鲜,千克,1.2,30,36,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150405,201504,DW-1201050007,散称,生鲜,千克,0.214,15.6,3.3384,否
212,22,休闲,2201,饼干,220199,其他饼干,20150408,201504,DW-2201990050,散称,一般商品,kg,0.246,59.8,14.7108,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150408,201504,DW-1201010018,散称,生鲜,千克,0.526,12,6.312,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150408,201504,DW-1201050007,散称,生鲜,千克,0.322,15.6,5.0232,否
212,12,蔬果,1201,蔬菜,120104,花果,20150408,201504,DW-1201040035,散称,生鲜,千克,0.53,9.6,5.088,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150408,201504,DW-1201020034,散称,生鲜,千克,1.332,30,39.96,否
212,12,蔬果,1201,蔬菜,120104,花果,20150422,201504,DW-1201040026,散称,生鲜,千克,0.802,1.98,1.58796,否
212,30,洗化,3016,纸制品,301608,软抽纸巾,20150422,201504,DW-3016080259,200抽*6,一般商品,提,1,21.9,21.9,是
212,12,蔬果,1201,蔬菜,120101,叶菜,20150422,201504,DW-1201010018,散称,生鲜,千克,0.273,12,3.276,否
212,12,蔬果,1203,水果,120313,其它水果,20150422,201504,DW-1203130353,散称,生鲜,KG,0.454,11.98,5.43892,否
212,12,蔬果,1201,蔬菜,120101,叶菜,20150422,201504,DW-1201010023,散称,生鲜,千克,0.75,2.56,1.92,否
212,10,肉禽,1001,猪肉,100104,猪骨,20150428,201504,DW-1001040125,散称,生鲜,千克,0.814,41.8,34.0252,否
212,15,日配,1501,冷藏肉制品,150101,香肠类,20150428,201504,DW-1501010106,248g,一般商品,袋,1,18.3,18.3,否
212,12,蔬果,1201,蔬菜,120102,根茎,20150428,201504,DW-1201020022,散称,生鲜,千克,0.753,6.56,4.93968,否
212,12,蔬果,1201,蔬菜,120105,鲜调味,20150428,201504,DW-1201050007,散称,生鲜,千克,0.26,15.6,4.056,否
212,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150428,201504,DW-2212020462,散称,一般商品,KG,0.306,24,7.344,否
212,15,日配,1501,冷藏肉制品,150101,香肠类,20150428,201504,DW-1501010035,200g,一般商品,袋,1,14.9,14.9,否
212,20,粮油,2011,液体调料,201104,其他酱油,20150428,201504,DW-2011040009,150ml,一般商品,瓶,8,4.7,37.6,是
213,21,冲调,2103,咖啡,210301,咖啡,20150104,201501,DW-2103010112,15g*30,一般商品,盒,1,40.3,40.3,否
213,23,酒饮,2305,净水,230502,国产矿水,20150104,201501,DW-2305020016,1.5L,一般商品,瓶,1,1.9,1.9,否
214,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150104,201501,DW-1517010003,60g*10,一般商品,袋,1,16.3,16.3,是
214,22,休闲,2205,炒货,220599,其他炒货,20150104,201501,DW-2205990169,散称,一般商品,KG,0.38,35.8,13.604,否
214,22,休闲,2201,饼干,220111,趣味/休闲,20150104,201501,DW-2201110154,70g,一般商品,盒,1,5.9,5.9,否
214,22,休闲,2201,饼干,220199,其他饼干,20150104,201501,DW-2201990076,150g,一般商品,盒,1,16.9,16.9,否
214,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150104,201501,DW-1518130011,200ml,一般商品,盒,12,5.3,63.6,是
214,30,洗化,3006,洗衣用品,300604,洗衣皂,20150104,201501,DW-3006040032,1600g,一般商品,袋,1,24.9,24.9,否
215,12,蔬果,1201,蔬菜,120102,根茎,20150104,201501,DW-1201020029,散称,生鲜,千克,0.348,3.96,1.37808,否
215,10,肉禽,1004,鸡产品,100402,分割鸡件,20150104,201501,DW-1004020001,散称,生鲜,千克,0.646,35.8,23.1268,否
215,12,蔬果,1201,蔬菜,120101,叶菜,20150104,201501,DW-1201010004,散称,生鲜,千克,0.748,5.6,4.1888,否
215,12,蔬果,1201,蔬菜,120104,花果,20150105,201501,DW-1201040002,散称,生鲜,千克,0.35,5.8,2.03,否
215,12,蔬果,1202,加工豆类,120201,豆腐,20150105,201501,DW-1202018073,散称,生鲜,千克,0.514,2.96,1.52144,否
215,12,蔬果,1201,蔬菜,120104,花果,20150105,201501,DW-1201040035,散称,生鲜,千克,0.27,9.6,2.592,否
215,12,蔬果,1201,蔬菜,120102,根茎,20150105,201501,DW-1201020040,散称,生鲜,千克,1.007,1.96,1.97372,否
215,12,蔬果,1201,蔬菜,120106,菌菇类,20150105,201501,DW-1201060010,散称,生鲜,千克,0.22,9,1.98,否
215,10,肉禽,1001,猪肉,100101,鲜猪肉,20150105,201501,DW-1001010192,散称,生鲜,千克,0.186,29.8,5.5428,否
215,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150109,201501,DW-1505010070,120g,一般商品,组,1,4.2,4.2,否
215,15,日配,1518,常温乳品,151802,利乐砖加味奶,20150109,201501,DW-1518020038,240ml,一般商品,盒,1,3.8,3.8,否
215,15,日配,1505,冷藏乳品,150503,冷藏果粒酸乳,20150109,201501,DW-1505030079,150g,一般商品,杯,1,4.9,4.9,是
215,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150109,201501,DW-1518040006,250ml,一般商品,盒,1,1.8,1.8,否
215,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150109,201501,DW-1518040003,250ml,一般商品,盒,1,1.8,1.8,否
215,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150109,201501,DW-1518040025,250ml,一般商品,盒,1,2,2,是
215,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150109,201501,DW-1518040026,250ml,一般商品,盒,1,2,2,是
215,21,冲调,2104,冲饮品,210401,果味饮品,20150109,201501,DW-2104010034,400g,一般商品,袋,1,15.3,15.3,否
215,23,酒饮,2302,纯果汁,230202,纯桃汁,20150109,201501,DW-2302020009,200ml,一般商品, ,1,4,4,否
215,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150109,201501,DW-1505020002,100g*6,一般商品,组,1,14.9,14.9,是
215,22,休闲,2206,即食熟制品,220603,禽肉,20150109,201501,DW-2206030255,118g,一般商品,袋,1,10.9,10.9,否
215,12,蔬果,1201,蔬菜,120101,叶菜,20150119,201501,DW-1201010006,散称,生鲜,千克,0.098,12,1.176,否
215,10,肉禽,1004,鸡产品,100402,分割鸡件,20150119,201501,DW-1004020001,散称,生鲜,千克,0.494,35.8,17.6852,否
215,12,蔬果,1201,蔬菜,120101,叶菜,20150119,201501,DW-1201010004,散称,生鲜,千克,0.306,5.6,1.7136,否
215,12,蔬果,1201,蔬菜,120104,花果,20150119,201501,DW-1201040035,散称,生鲜,千克,0.364,9.6,3.4944,否
215,12,蔬果,1202,加工豆类,120201,豆腐,20150119,201501,DW-1202018269,块,生鲜,块,1,2,2,否
215,15,日配,1521,蛋类,152101,新鲜蛋品,20150119,201501,DW-1521010005,散称,一般商品,千克,0.956,6.78,6.48168,否
215,11,水产,1101,冰鲜水产,110107,贝蛤类,20150119,201501,DW-1101070017,散称,生鲜,kg,0.45,30,13.5,否
215,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150202,201502,DW-1505010117,200g,一般商品,盒,1,6.5,6.5,否
215,12,蔬果,1201,蔬菜,120101,叶菜,20150202,201502,DW-1201010004,散称,生鲜,千克,0.456,5.6,2.5536,否
215,22,休闲,2208,口香糖,220801,无糖口香糖,20150202,201502,DW-2208010046,35粒,一般商品,盒,1,10,10,否
215,20,粮油,2005,煮食面/粉,200505,鸡蛋挂面,20150202,201502,DW-2005050017,500g,一般商品,筒,1,4.7,4.7,否
215,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150202,201502,DW-1505040001,100g*8,一般商品,组,1,12.9,12.9,是
215,12,蔬果,1205,其它加工,120501,咸菜干货,20150202,201502,DW-1205010195,散称,生鲜,千克,0.12,50,6,否
215,20,粮油,2013,调味酱,201302,辣酱,20150207,201502,DW-2013020234,420g,一般商品,瓶,1,11.7,11.7,否
215,20,粮油,2015,罐头,201505,肉类罐头,20150207,201502,DW-2015050015,198g,一般商品,听,1,8.9,8.9,否
215,20,粮油,2013,调味酱,201399,其他调味酱,20150207,201502,DW-2013990061,170g,一般商品,瓶,1,6.3,6.3,否
215,11,水产,1101,冰鲜水产,110106,虾类,20150212,201502,DW-1101060011,180g,生鲜,袋,1,32.9,32.9,否
215,12,蔬果,1205,其它加工,120501,咸菜干货,20150212,201502,DW-1205010021,散称,生鲜,kg,0.814,2,1.628,否
215,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150212,201502,DW-2303040061,1.25kg,一般商品,瓶,1,13.7,13.7,是
215,15,日配,1509,冷冻蔬菜肉品,150904,冷冻蔬菜类,20150212,201502,DW-1509040003,350g,一般商品,袋,1,7.7,7.7,否
215,12,蔬果,1201,蔬菜,120105,鲜调味,20150212,201502,DW-1201050255,散称,生鲜,千克,0.252,9.6,2.4192,否
215,12,蔬果,1201,蔬菜,120105,鲜调味,20150212,201502,DW-1201050004,散称,生鲜,千克,0.352,5.98,2.10496,否
215,12,蔬果,1201,蔬菜,120105,鲜调味,20150212,201502,DW-1201050011,散称,生鲜,千克,0.688,6.56,4.51328,否
